	Eprime.Level	Eprime.LevelName	Eprime.Basename	Eprime.FrameNumber	Procedure	Running	VersionPersist	LevelName	Experiment	SessionDate	SessionTime	SessionStartDateTimeUtc	RuntimeVersion	ResearcherID	Subject	Session	Group	Name	Age	Sex	Recznosc	DataFile.Basename	RandomSeed	Display.RefreshRate	proszenie	planowanie	zrozumienie	wykonanie	WordList	kobieta_S1	mezczyzna_S1	kobieta_S2	mezczyzna_S2	kobieta_S3	mezczyzna_S3	kobieta_S4	mezczyzna_S4	Cycle	Block	Sample	Instructions3.RESP	Instructions4.RESP	Instructions5.RESP	TargetTraining	TrCorrectResp	TrWaitTime	TrPosit	Prime	Target	Resp	Effect	ChoiceType	CorrectRespon	TrialType	WaitTime	Posit	Prime.OnsetDelay	Prime.OnsetTime	Prime.DurationError	Prime.PreRelease	Prime.Duration	Prime.StartTime	Prime.OffsetTime	Prime.FinishTime	Prime.TimingMode	Prime.CustomOnsetTime	Prime.CustomOffsetTime	Prime.ActionDelay	Prime.ActionTime	Prime.TargetOffsetTime	Prime.TargetOnsetTime	Prime.PendingInputMasks	Prime.OffsetDelay	Prime.OnsetToOnsetTime	TargetSlide.OnsetDelay	TargetSlide.OnsetTime	TargetSlide.DurationError	TargetSlide.RTTime	TargetSlide.ACC	TargetSlide.RT	TargetSlide.RESP	TargetSlide.CRESP	TargetSlide.OnsetToOnsetTime	RespWin.OnsetDelay	RespWin.OnsetTime	RespWin.DurationError	RespWin.RTTime	RespWin.ACC	RespWin.RT	RespWin.RESP	RespWin.CRESP	RespWin.OnsetToOnsetTime	Fixation2.OnsetDelay	Fixation2.OnsetTime	Fixation2.DurationError	Fixation2.OnsetToOnsetTime	NeutralPrimeList1	PrimeChoice	kol1	kol2	kol3	kol4	kol5	kol6	ErrorText	OverallRT	GoalRespInd1	GoalRespName1	GoalRespInd2	GoalRespName2	GoalRespInd3	GoalRespName3	GoalRespInd4	GoalRespName4	GoalRespInd5	GoalRespName5	GoalRespInd6	GoalRespName6	TBox1	TBox2	TBox3	TBox4	TBox5	TBox6	PracticeMode	BlockNumber	NextBlock0.RESP	NextBlock.RESP	StudioVersion	ExperimentVersion
72	3	TrialList2_7	1 ver1_main_procedure-3-1	72	TrialProc1	TrialList2																																1	2	60								prime_left.png	target_both.png	left	color_purple.png	Free	dl	comp	450	75	1	443111	0	-1	13	441612	443111	443112	0	0	0	0	443111	443111	443110	0	0	20	3	443161	-1	443412	0	251	l	dl	0	10	443421	-999999	0	0	0			0	9	443431	-1	461																																		
73	3	TrialList2_9	1 ver1_main_procedure-3-1	73	TrialProc1	TrialList2																																1	2	61								prime_right.png	target_both.png	left	color_red.png	Free	dl	incomp	150	75	1	445703	0	-1	13	444203	445703	445703	0	0	0	0	445703	445703	445702	0	0	20	3	445753	-1	446004	0	251	d	dl	0	10	446013	-999999	0	0	0			0	10	446023	-1	160																																		
74	3	TrialList2_3	1 ver1_main_procedure-3-1	74	TrialProc1	TrialList2																																1	2	62								prime_right.png	target_left.png	left	color_red.png	Cued	d	incomp	450	75	1	447994	0	-1	13	446495	447994	447994	0	0	0	0	447994	447994	447993	0	0	20	3	448044	-1	448402	1	358	d	d	260	10	448304	0	0	0	0			-448304	11	448414	-1	461																																		
75	3	TrialList2_8	1 ver1_main_procedure-3-1	75	TrialProc1	TrialList2																																1	2	63								prime_right.png	target_both.png	left	color_green.png	Free	dl	neut	300	25	1	450686	0	-1	13	449187	450686	450686	0	0	0	0	450686	450686	450685	0	0	20	3	450736	-1	451066	0	330	l	dl	260	10	450996	0	0	0	0			-450996	9	451076	-1	310	2	prime_right.png																																
76	3	TrialList2_12	1 ver1_main_procedure-3-1	76	TrialProc1	TrialList2																																1	2	64								prime_left.png	target_both.png	right	color_purple.png	Free	dl	incomp	300	75	1	453197	0	-1	13	451698	453197	453197	0	0	0	0	453197	453197	453196	0	0	20	3	453247	-1	453498	0	251	l	dl	0	10	453507	-999999	0	0	0			0	9	453517	-1	310																																		
77	3	TrialList2_11	1 ver1_main_procedure-3-1	77	TrialProc1	TrialList2																																1	2	65								prime_left.png	target_both.png	right	color_green.png	Free	dl	neut	450	75	1	455639	0	-1	13	454139	455639	455639	0	0	0	0	455639	455639	455638	0	0	20	3	455689	-1	456050	0	361	l	dl	260	10	455949	0	0	0	0			-455949	8	456059	-1	460	1	prime_left.png																																
78	3	TrialList2_9	1 ver1_main_procedure-3-1	78	TrialProc1	TrialList2																																1	2	66								prime_right.png	target_both.png	left	color_blue.png	Free	dl	incomp	150	75	1	458330	0	-1	13	456831	458330	458330	0	0	0	0	458330	458330	458329	0	0	20	3	458380	-1	458802	0	422	l	dl	260	10	458640	0	0	0	0			-458640	7	458810	-1	161																																		
79	3	TrialList2_8	1 ver1_main_procedure-3-1	79	TrialProc1	TrialList2																																1	2	67								prime_right.png	target_both.png	left	color_green.png	Free	dl	neut	300	75	1	460782	0	-1	13	459282	460782	460782	0	0	0	0	460782	460782	460781	0	0	20	3	460832	-1	461226	0	394	l	dl	260	10	461092	0	0	0	0			-461092	15	461242	-1	310	2	prime_right.png																																
80	3	TrialList2_10	1 ver1_main_procedure-3-1	80	TrialProc1	TrialList2																																1	2	68								prime_right.png	target_both.png	right	color_blue.png	Free	dl	comp	450	25	1	463363	0	-1	13	461864	463363	463363	0	0	0	0	463363	463363	463362	0	0	20	3	463413	-1	463682	0	269	l	dl	260	10	463673	0	0	0	0			-463673	10	463693	-1	461																																		
81	3	TrialList2_1	1 ver1_main_procedure-3-1	81	TrialProc1	TrialList2																																1	2	69								prime_left.png	target_left.png	left		Cued	d	comp	300	75	1	465965	0	-1	13	464465	465965	465965	0	0	0	0	465965	465965	465964	0	0	20	3	466015	-999999	466259	0	244	l	d	0	0	0	0	0	0	0			0	16	466275	-1	310																																		
82	3	TrialList2_8	1 ver1_main_procedure-3-1	82	TrialProc1	TrialList2																																1	2	70								prime_left.png	target_both.png	left	color_orange.png	Free	dl	neut	150	25	1	468396	0	-1	13	466897	468396	468396	0	0	0	0	468396	468396	468395	0	0	20	3	468446	-1	468762	0	316	d	dl	260	10	468706	0	0	0	0			-468706	13	468776	-1	160	1	prime_left.png																																
83	3	TrialList2_2	1 ver1_main_procedure-3-1	83	TrialProc1	TrialList2																																1	2	71								prime_right.png	target_left.png	left		Cued	d	neut	450	25	0	470747	1	-1	13	469248	470748	470748	0	0	0	1	470748	470747	470747	0	1	20	3	470797	-999999	471027	0	230	l	d	0	0	0	0	0	0	0			0	11	471038	-1	460	2	prime_right.png																																
84	3	TrialList2_5	1 ver1_main_procedure-3-1	84	TrialProc1	TrialList2																																1	2	72								prime_left.png	target_right.png	right	color_green.png	Cued	l	neut	150	75	1	473309	0	-1	13	471810	473309	473309	0	0	0	0	473309	473309	473308	0	0	20	3	473359	-1	473691	1	332	l	l	260	10	473619	0	0	0	0			-473619	8	473699	-1	160	1	prime_left.png																																
85	3	Ocena_1	1 ver1_main_procedure-3-1	85	DragProc	Ocena																																1	2	1																																																											color_red.png	color_blue.png	color_orange.png	color_green.png	color_yellow.png	color_purple.png		13487	4	color_green.png	5	color_yellow.png	1	color_red.png	2	color_blue.png	3	color_orange.png	6	color_purple.png												
86	3	Ocena_2	1 ver1_main_procedure-3-1	86	EnterProc	Ocena																																1	2	2																																																																				color_green.png		color_yellow.png		color_red.png		color_blue.png		color_orange.png		color_purple.png	20	50	60	65	70	71						
87	2	BlockList_5	1 ver1_main_procedure-3-1	87	BlockProc2	BlockList																																1	2	1																																																																																					no		{SPACE}	d		
88	3	TrialList2_12	1 ver1_main_procedure-3-1	88	TrialProc1	TrialList2																																2	3	73								prime_left.png	target_both.png	right	color_orange.png	Free	dl	incomp	450	25	1	610059	1	-1	13	608560	610060	610060	0	0	0	0	610059	610059	610058	0	1	20	3	610109	-1	610580	0	471	d	dl	260	10	610369	1	0	0	0			-610369	9	610590	-1	460																																		
89	3	TrialList2_10	1 ver1_main_procedure-3-1	89	TrialProc1	TrialList2																																2	3	74								prime_right.png	target_both.png	right	color_yellow.png	Free	dl	comp	150	75	1	612861	0	-1	13	611362	612861	612861	0	0	0	0	612861	612861	612860	0	0	20	3	612911	-1	613220	0	309	d	dl	260	10	613171	0	0	0	0			-613171	10	613231	-1	160																																		
90	3	TrialList2_4	1 ver1_main_procedure-3-1	90	TrialProc1	TrialList2																																2	3	75								prime_right.png	target_right.png	right	color_purple.png	Cued	l	comp	300	75	1	615202	0	-1	13	613703	615202	615202	0	0	0	0	615202	615202	615201	0	0	20	3	615252	-1	615588	1	336	l	l	260	10	615512	1	0	0	0			-615512	13	615602	-1	311																																		
91	3	TrialList2_5	1 ver1_main_procedure-3-1	91	TrialProc1	TrialList2																																2	3	76								prime_right.png	target_right.png	right	color_red.png	Cued	l	neut	150	25	1	617724	0	-1	13	616225	617724	617724	0	0	0	0	617724	617724	617723	0	0	20	3	617774	-999999	617972	1	198	l	l	0	0	0	0	0	0	0			0	11	617984	-1	160	2	prime_right.png																																
92	3	TrialList2_9	1 ver1_main_procedure-3-1	92	TrialProc1	TrialList2																																2	3	77								prime_right.png	target_both.png	left	color_yellow.png	Free	dl	incomp	150	75	1	619955	0	-1	13	618456	619955	619955	0	0	0	0	619955	619955	619954	0	0	20	3	620005	-1	620300	0	295	d	dl	260	10	620265	0	0	0	0			-620265	14	620315	-1	160																																		
93	3	TrialList2_8	1 ver1_main_procedure-3-1	93	TrialProc1	TrialList2																																2	3	78								prime_left.png	target_both.png	left	color_red.png	Free	dl	neut	450	25	0	622286	1	-1	13	620787	622287	622287	0	0	0	1	622287	622286	622286	0	1	20	3	622336	-999999	622516	0	180	l	dl	0	0	0	0	0	0	0			0	10	622527	-1	460	1	prime_left.png																																
94	3	TrialList2_10	1 ver1_main_procedure-3-1	94	TrialProc1	TrialList2																																2	3	79								prime_right.png	target_both.png	right	color_purple.png	Free	dl	comp	450	75	1	624798	0	-1	13	623299	624798	624798	0	0	0	0	624798	624798	624797	0	0	20	3	624848	-999999	624972	0	124	l	dl	0	0	0	0	0	0	0			0	15	624988	-1	460																																		
95	3	TrialList2_7	1 ver1_main_procedure-3-1	95	TrialProc1	TrialList2																																2	3	80								prime_left.png	target_both.png	left	color_orange.png	Free	dl	comp	450	25	1	627259	1	-1	13	625760	627260	627260	0	0	0	0	627259	627259	627258	0	1	20	3	627309	-1	627588	0	279	d	dl	261	11	627570	0	0	0	0			-627570	11	627600	-1	460																																		
96	3	TrialList2_9	1 ver1_main_procedure-3-1	96	TrialProc1	TrialList2																																2	3	81								prime_right.png	target_both.png	left	color_purple.png	Free	dl	incomp	450	75	1	629871	0	-1	13	628372	629871	629871	0	0	0	0	629871	629871	629870	0	0	20	3	629921	-999999	630132	0	211	l	dl	0	0	0	0	0	0	0			0	8	630141	-1	460																																		
97	3	TrialList2_6	1 ver1_main_procedure-3-1	97	TrialProc1	TrialList2																																2	3	82								prime_left.png	target_right.png	right	color_green.png	Cued	l	incomp	150	25	1	632412	0	-1	13	630913	632412	632413	0	0	0	0	632412	632412	632411	0	0	20	3	632462	-1	632805	1	343	l	l	261	11	632723	0	0	0	0			-632723	8	632813	-1	160																																		
98	3	TrialList2_11	1 ver1_main_procedure-3-1	98	TrialProc1	TrialList2																																2	3	83								prime_right.png	target_both.png	right	color_blue.png	Free	dl	neut	300	75	1	634784	0	-1	13	633285	634784	634784	0	0	0	0	634784	634784	634783	0	0	20	3	634834	-1	635149	0	315	d	dl	260	10	635094	0	0	0	0			-635094	15	635164	-1	310	2	prime_right.png																																
99	3	TrialList2_9	1 ver1_main_procedure-3-1	99	TrialProc1	TrialList2																																2	3	84								prime_right.png	target_both.png	left	color_purple.png	Free	dl	incomp	450	25	1	637285	0	-1	13	635786	637285	637285	0	0	0	0	637285	637285	637284	0	0	20	3	637335	-1	637645	0	310	l	dl	260	10	637595	1	0	0	0			-637595	10	637655	-1	461																																		
100	3	TrialList2_1	1 ver1_main_procedure-3-1	100	TrialProc1	TrialList2																																2	3	85								prime_left.png	target_left.png	left	color_orange.png	Cued	d	comp	450	75	1	639927	0	-1	13	638428	639927	639927	0	0	0	0	639927	639927	639926	0	0	20	3	639977	-999999	640109	1	132	d	d	0	0	0	0	0	0	0			0	8	640117	-1	460																																		
101	3	TrialList2_10	1 ver1_main_procedure-3-1	101	TrialProc1	TrialList2																																2	3	86								prime_right.png	target_both.png	right	color_yellow.png	Free	dl	comp	150	75	1	642388	0	-1	13	640889	642388	642388	0	0	0	0	642388	642388	642387	0	0	20	3	642438	-1	642757	0	319	d	dl	260	10	642698	1	0	0	0			-642698	11	642768	-1	161																																		
102	3	TrialList2_11	1 ver1_main_procedure-3-1	102	TrialProc1	TrialList2																																2	3	87								prime_left.png	target_both.png	right	color_blue.png	Free	dl	neut	300	25	1	644740	0	-1	13	643240	644740	644740	0	0	0	0	644740	644740	644739	0	0	20	3	644790	-1	645141	0	351	d	dl	260	10	645050	0	0	0	0			-645050	9	645150	-1	310	1	prime_left.png																																
103	3	TrialList2_10	1 ver1_main_procedure-3-1	103	TrialProc1	TrialList2																																2	3	88								prime_right.png	target_both.png	right	color_yellow.png	Free	dl	comp	300	25	1	647271	0	-1	13	645772	647271	647271	0	0	0	0	647271	647271	647270	0	0	20	3	647321	-999999	647533	0	212	d	dl	0	0	0	0	0	0	0			0	8	647541	-1	310																																		
104	3	TrialList2_9	1 ver1_main_procedure-3-1	104	TrialProc1	TrialList2																																2	3	89								prime_right.png	target_both.png	left	color_purple.png	Free	dl	incomp	450	25	0	649662	1	-1	13	648163	649663	649663	0	0	0	1	649663	649662	649662	0	1	21	3	649713	-1	650037	0	324	l	dl	260	10	649973	0	0	0	0			-649973	6	650043	-1	460																																		
105	3	TrialList2_9	1 ver1_main_procedure-3-1	105	TrialProc1	TrialList2																																2	3	90								prime_right.png	target_both.png	left	color_purple.png	Free	dl	incomp	300	75	1	652314	0	-1	13	650815	652314	652314	0	0	0	0	652314	652314	652313	0	0	20	3	652364	-1	652781	0	417	l	dl	260	10	652624	0	0	0	0			-652624	12	652794	-1	310																																		
106	3	TrialList2_7	1 ver1_main_procedure-3-1	106	TrialProc1	TrialList2																																2	3	91								prime_left.png	target_both.png	left	color_orange.png	Free	dl	comp	150	75	1	654916	0	-1	13	653416	654916	654916	0	0	0	0	654916	654916	654915	0	0	20	3	654966	-1	655277	0	311	d	dl	260	10	655226	0	0	0	0			-655226	8	655286	-1	160																																		
107	3	TrialList2_7	1 ver1_main_procedure-3-1	107	TrialProc1	TrialList2																																2	3	92								prime_left.png	target_both.png	left	color_green.png	Free	dl	comp	300	75	1	657257	0	-1	13	655758	657257	657257	0	0	0	0	657257	657257	657256	0	0	20	3	657307	-999999	657493	0	186	l	dl	0	0	0	0	0	0	0			0	14	657507	-1	310																																		
108	3	TrialList2_7	1 ver1_main_procedure-3-1	108	TrialProc1	TrialList2																																2	3	93								prime_left.png	target_both.png	left	color_orange.png	Free	dl	comp	150	75	1	659628	0	-1	13	658129	659628	659629	0	0	0	0	659628	659628	659627	0	0	20	3	659678	-1	661373	0	1695	d	dl	261	11	659939	0	0	0	0			-659939	5	661379	-1	160																																		
109	3	TrialList2_3	1 ver1_main_procedure-3-1	109	TrialProc1	TrialList2																																2	3	94								prime_right.png	target_left.png	left		Cued	d	incomp	450	25	1	663351	0	-1	13	661851	663351	663351	0	0	0	0	663351	663351	663350	0	0	20	3	663401	-999999	663621	0	220	l	d	0	0	0	0	0	0	0			0	9	663631	-1	460																																		
110	3	TrialList2_11	1 ver1_main_procedure-3-1	110	TrialProc1	TrialList2																																2	3	95								prime_right.png	target_both.png	right	color_red.png	Free	dl	neut	450	25	1	665902	0	-1	13	664403	665902	665902	0	0	0	0	665902	665902	665901	0	0	20	3	665952	-1	666429	0	477	l	dl	260	10	666212	0	0	0	0			-666212	12	666442	-1	461	2	prime_right.png																																
111	3	TrialList2_6	1 ver1_main_procedure-3-1	111	TrialProc1	TrialList2																																2	3	96								prime_left.png	target_right.png	right	color_green.png	Cued	l	incomp	450	75	1	668714	0	-1	13	667215	668714	668714	0	0	0	0	668714	668714	668713	0	0	20	3	668764	-999999	668981	1	217	l	l	0	0	0	0	0	0	0			0	12	668994	-1	460																																		
112	3	TrialList2_10	1 ver1_main_procedure-3-1	112	TrialProc1	TrialList2																																2	3	97								prime_right.png	target_both.png	right	color_purple.png	Free	dl	comp	300	75	1	671265	0	-1	13	669766	671265	671265	0	0	0	0	671265	671265	671264	0	0	20	3	671315	-1	671717	0	402	l	dl	260	10	671575	1	0	0	0			-671575	7	671725	-1	311																																		
113	3	TrialList2_3	1 ver1_main_procedure-3-1	113	TrialProc1	TrialList2																																2	3	98								prime_right.png	target_left.png	left		Cued	d	incomp	300	75	1	673847	0	-1	13	672348	673847	673847	0	0	0	0	673847	673847	673846	0	0	20	3	673897	-1	0	0	0		d	260	10	674157	0	0	0	0			1501	1	675658	-1	310																																		
114	3	TrialList2_12	1 ver1_main_procedure-3-1	114	TrialProc1	TrialList2																																2	3	99								prime_left.png	target_both.png	right	color_green.png	Free	dl	incomp	300	75	1	677779	0	-1	13	676280	677779	677779	0	0	0	0	677779	677779	677778	0	0	20	3	677829	-999999	678061	0	232	l	dl	0	0	0	0	0	0	0			0	7	678069	-1	310																																		
115	3	TrialList2_8	1 ver1_main_procedure-3-1	115	TrialProc1	TrialList2																																2	3	100								prime_left.png	target_both.png	left	color_blue.png	Free	dl	neut	300	25	0	680190	1	-1	13	678691	680191	680191	0	0	0	0	680190	680190	680190	0	1	20	3	680240	-1	680749	0	509	d	dl	261	11	680501	0	0	0	0			-680501	11	680761	-1	310	1	prime_left.png																																
116	3	TrialList2_1	1 ver1_main_procedure-3-1	116	TrialProc1	TrialList2																																2	3	101								prime_left.png	target_left.png	left		Cued	d	comp	450	75	1	682882	0	-1	13	681383	682882	682882	0	0	0	0	682882	682882	682881	0	0	20	3	682932	-1	683205	0	273	l	d	260	10	683192	0	0	0	0			-683192	6	683212	-1	460																																		
117	3	TrialList2_11	1 ver1_main_procedure-3-1	117	TrialProc1	TrialList2																																2	3	102								prime_right.png	target_both.png	right	color_red.png	Free	dl	neut	150	25	1	685484	0	-1	13	683985	685484	685484	0	0	0	0	685484	685484	685483	0	0	20	3	685534	-1	685845	0	311	l	dl	260	10	685794	0	0	0	0			-685794	8	685854	-1	160	2	prime_right.png																																
118	3	TrialList2_7	1 ver1_main_procedure-3-1	118	TrialProc1	TrialList2																																2	3	103								prime_left.png	target_both.png	left	color_orange.png	Free	dl	comp	450	75	1	687825	0	-1	13	686326	687825	687825	0	0	0	0	687825	687825	687824	0	0	20	3	687875	-1	688221	0	346	d	dl	260	10	688135	0	0	0	0			-688135	13	688235	-1	460																																		
119	3	TrialList2_11	1 ver1_main_procedure-3-1	119	TrialProc1	TrialList2																																2	3	104								prime_left.png	target_both.png	right	color_red.png	Free	dl	neut	300	25	0	690506	1	-1	13	689007	690507	690507	0	0	0	1	690507	690506	690506	0	1	20	4	690557	-999999	690773	0	216	l	dl	0	0	0	0	0	0	0			0	13	690787	-1	310	1	prime_left.png																																
120	3	TrialList2_9	1 ver1_main_procedure-3-1	120	TrialProc1	TrialList2																																2	3	105								prime_right.png	target_both.png	left	color_purple.png	Free	dl	incomp	150	25	1	692908	0	-1	13	691409	692908	692908	0	0	0	0	692908	692908	692907	0	0	20	3	692958	-999999	693205	0	247	l	dl	0	0	0	0	0	0	0			0	12	693218	-1	160																																		
121	3	TrialList2_8	1 ver1_main_procedure-3-1	121	TrialProc1	TrialList2																																2	3	106								prime_right.png	target_both.png	left	color_red.png	Free	dl	neut	450	75	1	695189	0	-1	13	693690	695189	695189	0	0	0	0	695189	695189	695188	0	0	20	3	695239	-1	695502	0	263	l	dl	260	10	695499	1	0	0	0			-695499	6	695509	-1	461	2	prime_right.png																																
122	3	TrialList2_6	1 ver1_main_procedure-3-1	122	TrialProc1	TrialList2																																2	3	107								prime_left.png	target_right.png	right	color_green.png	Cued	l	incomp	150	75	1	697781	0	-1	13	696282	697781	697781	0	0	0	0	697781	697781	697780	0	0	20	3	697831	-1	698149	1	318	l	l	260	10	698091	0	0	0	0			-698091	11	698161	-1	160																																		
123	3	TrialList2_9	1 ver1_main_procedure-3-1	123	TrialProc1	TrialList2																																2	3	108								prime_right.png	target_both.png	left	color_yellow.png	Free	dl	incomp	150	75	1	700132	0	-1	13	698633	700132	700132	0	0	0	0	700132	700132	700131	0	0	20	3	700182	-1	700517	0	335	d	dl	260	10	700442	1	0	0	0			-700442	14	700532	-1	160																																		
124	3	TrialList2_8	1 ver1_main_procedure-3-1	124	TrialProc1	TrialList2																																2	3	109								prime_left.png	target_both.png	left	color_red.png	Free	dl	neut	450	75	1	702504	0	-1	13	701004	702504	702504	0	0	0	0	702504	702504	702503	0	0	20	3	702554	-1	702925	0	371	l	dl	260	10	702814	0	0	0	0			-702814	8	702934	-1	460	1	prime_left.png																																
125	3	TrialList2_7	1 ver1_main_procedure-3-1	125	TrialProc1	TrialList2																																2	3	110								prime_left.png	target_both.png	left	color_green.png	Free	dl	comp	150	75	1	705205	0	-1	13	703706	705205	705205	0	0	0	0	705205	705205	705204	0	0	20	3	705255	-999999	705461	0	206	l	dl	0	0	0	0	0	0	0			0	13	705475	-1	160																																		
126	3	TrialList2_2	1 ver1_main_procedure-3-1	126	TrialProc1	TrialList2																																2	3	111								prime_right.png	target_left.png	left		Cued	d	neut	300	75	0	707446	1	-1	13	705947	707447	707447	0	0	0	0	707446	707446	707446	0	1	20	3	707496	-1	707789	0	293	l	d	261	11	707757	0	0	0	0			-707757	7	707797	-1	310	2	prime_right.png																																
127	3	TrialList2_11	1 ver1_main_procedure-3-1	127	TrialProc1	TrialList2																																2	3	112								prime_left.png	target_both.png	right	color_blue.png	Free	dl	neut	450	75	1	709918	0	-1	13	708419	709918	709918	0	0	0	0	709918	709918	709917	0	0	20	3	709968	-1	710341	0	373	d	dl	260	10	710228	0	0	0	0			-710228	6	710348	-1	460	1	prime_left.png																																
128	3	TrialList2_3	1 ver1_main_procedure-3-1	128	TrialProc1	TrialList2																																2	3	113								prime_right.png	target_left.png	left		Cued	d	incomp	150	25	0	712619	1	-1	13	711120	712620	712620	0	0	0	1	712620	712619	712619	0	1	20	3	712669	-1	713014	0	345	l	d	261	11	712930	0	0	0	0			-712930	6	713020	-1	160																																		
129	3	TrialList2_8	1 ver1_main_procedure-3-1	129	TrialProc1	TrialList2																																2	3	114								prime_right.png	target_both.png	left	color_blue.png	Free	dl	neut	150	75	1	714991	0	-1	13	713492	714991	714991	0	0	0	0	714991	714991	714990	0	0	20	3	715041	-1	715430	0	389	d	dl	260	10	715301	0	0	0	0			-715301	11	715441	-1	160	2	prime_right.png																																
130	3	TrialList2_7	1 ver1_main_procedure-3-1	130	TrialProc1	TrialList2																																2	3	115								prime_left.png	target_both.png	left	color_green.png	Free	dl	comp	150	75	1	717412	1	-1	13	715913	717413	717413	0	0	0	1	717413	717412	717411	0	1	20	3	717462	-1	717846	0	384	l	dl	260	10	717722	1	0	0	0			-717722	7	717853	-1	160																																		
131	3	TrialList2_11	1 ver1_main_procedure-3-1	131	TrialProc1	TrialList2																																2	3	116								prime_left.png	target_both.png	right	color_blue.png	Free	dl	neut	300	75	1	719824	0	-1	13	718324	719824	719824	0	0	0	0	719824	719824	719823	0	0	20	3	719874	-999999	720086	0	212	d	dl	0	0	0	0	0	0	0			0	8	720094	-1	310	1	prime_left.png																																
132	3	TrialList2_2	1 ver1_main_procedure-3-1	132	TrialProc1	TrialList2																																2	3	117								prime_right.png	target_left.png	left	color_blue.png	Cued	d	neut	450	75	1	722215	0	-1	13	720716	722215	722215	0	0	0	0	722215	722215	722214	0	0	20	3	722265	-999999	722302	1	37	d	d	0	0	0	0	0	0	0			0	13	722315	-1	460	2	prime_right.png																																
133	3	TrialList2_9	1 ver1_main_procedure-3-1	133	TrialProc1	TrialList2																																2	3	118								prime_right.png	target_both.png	left	color_purple.png	Free	dl	incomp	450	25	0	724586	1	-1	13	723087	724587	724587	0	0	0	1	724587	724586	724586	0	1	21	3	724637	-999999	724878	0	241	l	dl	0	0	0	0	0	0	0			0	9	724887	-1	460																																		
134	3	TrialList2_4	1 ver1_main_procedure-3-1	134	TrialProc1	TrialList2																																2	3	119								prime_right.png	target_right.png	right	color_purple.png	Cued	l	comp	450	75	1	727158	0	-1	13	725659	727158	727158	0	0	0	0	727158	727158	727157	0	0	20	3	727208	-1	727462	1	254	l	l	0	10	727468	-999999	0	0	0			0	10	727478	-1	460																																		
135	3	TrialList2_10	1 ver1_main_procedure-3-1	135	TrialProc1	TrialList2																																2	3	120								prime_right.png	target_both.png	right	color_purple.png	Free	dl	comp	300	75	1	729750	0	-1	13	728250	729750	729750	0	0	0	0	729750	729750	729749	0	0	20	3	729800	-999999	729990	0	190	l	dl	0	0	0	0	0	0	0			0	10	730000	-1	310																																		
136	3	TrialList2_12	1 ver1_main_procedure-3-1	136	TrialProc1	TrialList2																																2	3	121								prime_left.png	target_both.png	right	color_green.png	Free	dl	incomp	150	75	1	732121	0	-1	13	730622	732121	732121	0	0	0	0	732121	732121	732120	0	0	20	3	732171	-1	732438	0	267	l	dl	260	10	732431	0	0	0	0			-732431	13	732451	-1	160																																		
137	3	TrialList2_10	1 ver1_main_procedure-3-1	137	TrialProc1	TrialList2																																2	3	122								prime_right.png	target_both.png	right	color_purple.png	Free	dl	comp	150	75	1	734422	0	-1	13	732923	734422	734422	0	0	0	0	734422	734422	734421	0	0	20	3	734472	-1	734822	0	350	l	dl	260	10	734732	1	0	0	0			-734732	9	734832	-1	161																																		
138	3	TrialList2_8	1 ver1_main_procedure-3-1	138	TrialProc1	TrialList2																																2	3	123								prime_left.png	target_both.png	left	color_red.png	Free	dl	neut	150	25	1	736804	0	-1	13	735304	736804	736804	0	0	0	0	736804	736804	736803	0	0	20	3	736854	-1	737142	0	288	l	dl	260	10	737114	0	0	0	0			-737114	12	737154	-1	160	1	prime_left.png																																
139	3	TrialList2_12	1 ver1_main_procedure-3-1	139	TrialProc1	TrialList2																																2	3	124								prime_left.png	target_both.png	right	color_green.png	Free	dl	incomp	300	25	1	739125	0	-1	13	737626	739125	739125	0	0	0	0	739125	739125	739124	0	0	20	3	739175	-1	739702	0	527	l	dl	260	10	739435	0	0	0	0			-739435	12	739715	-1	311																																		
140	3	TrialList2_8	1 ver1_main_procedure-3-1	140	TrialProc1	TrialList2																																2	3	125								prime_right.png	target_both.png	left	color_red.png	Free	dl	neut	300	75	1	741837	0	-1	13	740338	741837	741837	0	0	0	0	741837	741837	741836	0	0	20	3	741887	-1	742166	0	279	l	dl	260	10	742147	0	0	0	0			-742147	10	742177	-1	310	2	prime_right.png																																
141	3	TrialList2_11	1 ver1_main_procedure-3-1	141	TrialProc1	TrialList2																																2	3	126								prime_left.png	target_both.png	right	color_red.png	Free	dl	neut	300	75	1	744298	0	-1	13	742799	744298	744298	0	0	0	0	744298	744298	744297	0	0	20	3	744348	-999999	744550	0	202	l	dl	0	0	0	0	0	0	0			0	7	744558	-1	310	1	prime_left.png																																
142	3	TrialList2_5	1 ver1_main_procedure-3-1	142	TrialProc1	TrialList2																																2	3	127								prime_right.png	target_right.png	right	color_red.png	Cued	l	neut	150	75	1	746680	0	-1	13	745180	746680	746680	0	0	0	0	746680	746680	746679	0	0	19	3	746729	-999999	746798	1	69	l	l	0	0	0	0	0	0	0			0	11	746810	-1	160	2	prime_right.png																																
143	3	TrialList2_4	1 ver1_main_procedure-3-1	143	TrialProc1	TrialList2																																2	3	128								prime_right.png	target_right.png	right	color_purple.png	Cued	l	comp	150	75	1	748781	0	-1	13	747282	748781	748781	0	0	0	0	748781	748781	748780	0	0	20	3	748831	-1	749094	1	263	l	l	260	10	749091	0	0	0	0			-749091	6	749101	-1	160																																		
